ingreso_mensual,antiguedad_empresa,tipo_plan,servidor_propio,accesos_api,servicios_activos,monto_suscripcion,rubro_empresa,tamano_empresa,cantidad_empleados,cancelo_servicio
23808.75,5,empresarial,False,25,3,1059.82,servicios,pequena,6,False
32436.07,21,basico,False,3,0,170.91,tecnologia,pequena,26,True
41453.33,1,basico,False,3,8,161.99,manufactura,pequena,22,True
34749.68,16,basico,False,2,6,192.06,salud,pequena,23,False
3443.93,13,empresarial,True,11,0,1382.81,salud,pequena,10,True
30633.99,23,basico,False,0,0,154.28,servicios,pequena,5,True
469991.79,6,personalizado,True,33,4,2935.01,servicios,grande,1020,False
31224.41,23,profesional,True,7,8,561.67,manufactura,pequena,24,False
13453.98,21,basico,False,1,5,167.35,educacion,pequena,40,False
55344.1,7,basico,False,2,0,133.04,educacion,mediana,223,True
12193.13,11,basico,False,3,6,138.35,comercio,pequena,13,False
359126.17,2,profesional,False,11,3,398.07,comercio,grande,650,True
163894.8,13,empresarial,False,44,5,988.46,comercio,mediana,242,False
25742.44,8,basico,False,1,3,193.44,tecnologia,pequena,22,True
146792.91,3,empresarial,True,19,0,1040.02,tecnologia,mediana,232,False
172149.43,17,basico,True,1,0,174.13,manufactura,mediana,113,True
80216.99,17,empresarial,True,48,5,1250.08,educacion,mediana,130,False
103237.54,2,personalizado,False,41,5,2608.23,servicios,mediana,165,False
123601.88,5,empresarial,False,47,2,1037.32,salud,mediana,139,False
79992.9,2,profesional,True,2,0,499.82,tecnologia,mediana,98,True
6282.99,21,empresarial,False,26,6,1244.64,tecnologia,pequena,18,False
102127.79,10,basico,False,2,1,166.0,comercio,mediana,171,True
462678.12,2,basico,False,0,1,140.07,servicios,grande,1495,True
111712.84,5,basico,False,0,4,176.31,comercio,mediana,117,True
112494.27,30,profesional,False,11,6,397.33,educacion,mediana,108,False
40705.44,7,empresarial,False,19,8,1227.64,servicios,pequena,18,False
89041.08,21,profesional,False,10,5,470.84,servicios,mediana,74,False
579297.1,14,empresarial,False,43,8,1058.89,comercio,grande,1168,False
14204.23,5,basico,False,3,5,182.0,tecnologia,pequena,23,True
34907.62,9,empresarial,False,35,7,1022.07,tecnologia,pequena,10,False
45975.11,0,basico,False,1,1,190.48,tecnologia,pequena,28,True
7381.83,23,basico,True,3,0,187.21,tecnologia,pequena,37,True
46483.34,10,empresarial,False,28,6,1113.49,salud,mediana,69,False
37647.8,15,personalizado,False,29,8,2270.83,servicios,pequena,48,False
10530.54,4,profesional,True,7,6,410.34,salud,pequena,31,False
80035.97,25,basico,False,1,3,189.35,salud,mediana,135,True
167021.93,6,profesional,True,3,4,509.58,comercio,mediana,146,False
110660.16,17,basico,True,3,1,129.65,manufactura,mediana,209,True
116186.94,27,empresarial,False,44,3,1187.94,salud,mediana,138,False
93086.93,22,empresarial,False,49,6,977.47,servicios,mediana,237,False
109447.74,18,basico,False,2,1,166.23,servicios,mediana,77,True
67466.13,27,basico,True,3,4,161.85,comercio,mediana,60,False
19676.22,5,basico,True,3,2,133.09,tecnologia,pequena,14,False
77204.7,29,personalizado,True,17,4,2799.42,comercio,mediana,121,False
34769.64,17,profesional,True,3,6,435.62,educacion,pequena,31,False
11282.24,12,empresarial,False,26,7,1203.03,servicios,pequena,39,False
22474.26,7,profesional,True,4,3,511.91,comercio,pequena,21,False
240250.51,23,profesional,False,2,7,577.37,manufactura,grande,440,False
139063.92,30,basico,True,2,6,160.83,salud,mediana,210,False
27798.2,21,personalizado,False,41,8,2904.42,tecnologia,pequena,21,False
158570.24,1,basico,False,2,6,151.45,comercio,mediana,233,False
23784.01,14,profesional,True,6,4,556.13,salud,pequena,7,False
94149.6,22,profesional,True,7,6,430.25,salud,mediana,131,False
73696.22,12,profesional,False,7,2,525.76,educacion,mediana,115,False
150136.06,23,personalizado,False,32,6,2046.71,comercio,mediana,131,False
112259.88,21,basico,False,0,6,194.06,manufactura,mediana,202,False
26646.88,2,profesional,True,4,5,575.67,tecnologia,pequena,45,False
22515.77,17,profesional,False,5,0,472.05,servicios,pequena,20,True
728577.94,5,profesional,False,4,4,488.6,tecnologia,grande,1440,False
104512.29,15,basico,False,0,6,167.85,tecnologia,mediana,195,False
6643.01,11,basico,False,2,1,146.07,educacion,pequena,34,True
28793.39,25,basico,False,0,7,173.03,educacion,pequena,10,True
11377.51,26,basico,False,0,7,174.65,educacion,pequena,4,True
37555.77,14,profesional,True,8,4,488.83,educacion,pequena,18,False
25302.47,16,profesional,True,5,8,412.42,servicios,pequena,8,False
22558.13,19,profesional,True,6,7,568.64,educacion,pequena,16,False
495612.52,20,profesional,False,7,4,405.8,educacion,grande,725,False
31222.59,19,profesional,False,9,7,509.91,educacion,pequena,30,False
16955.02,24,basico,True,2,8,134.46,tecnologia,pequena,12,False
15146.22,30,profesional,True,2,0,412.09,salud,pequena,2,True
36883.5,25,basico,False,3,8,128.89,comercio,pequena,12,False
155036.81,4,basico,True,0,0,152.03,salud,mediana,71,True
22650.71,14,profesional,True,3,4,512.02,tecnologia,pequena,39,False
128634.05,14,profesional,False,8,8,488.11,servicios,mediana,230,False
131724.95,15,basico,True,3,6,173.03,educacion,mediana,102,False
28830.13,16,profesional,False,8,2,519.19,servicios,pequena,28,False
106329.99,22,profesional,False,9,5,410.89,educacion,mediana,142,False
617346.47,13,empresarial,False,8,1,963.38,tecnologia,grande,883,False
19203.8,8,profesional,False,9,2,509.14,servicios,pequena,3,False
40560.16,14,profesional,True,3,8,514.78,salud,pequena,27,False
165730.09,26,basico,False,3,0,165.08,manufactura,grande,478,False
194191.46,9,empresarial,False,42,8,1056.65,educacion,grande,1418,False
32342.23,0,profesional,True,5,4,546.68,salud,pequena,31,False
63003.61,30,profesional,True,11,0,397.83,servicios,mediana,159,False
16593.76,6,profesional,True,11,7,510.54,salud,pequena,43,False
90269.62,18,basico,False,3,0,135.63,comercio,mediana,189,True
43464.4,24,profesional,True,3,2,515.03,salud,pequena,7,False
22413.07,8,empresarial,False,45,2,1141.77,salud,pequena,46,True
153241.75,10,empresarial,False,29,7,1290.46,servicios,mediana,145,False
533268.74,8,personalizado,False,29,3,2009.02,comercio,grande,1197,False
112768.49,4,profesional,False,6,5,494.9,educacion,mediana,62,False
42114.23,4,profesional,True,9,0,411.84,servicios,pequena,3,False
14957.65,5,empresarial,False,14,6,1272.78,educacion,pequena,19,False
541064.92,14,basico,False,2,6,135.6,manufactura,grande,666,False
363235.66,16,empresarial,True,22,2,971.42,educacion,grande,1191,False
31245.48,0,profesional,True,8,7,526.91,comercio,pequena,41,False
131218.06,26,basico,False,0,4,131.79,manufactura,mediana,200,False
20495.61,20,basico,True,1,6,142.66,tecnologia,pequena,12,False
26262.81,2,empresarial,True,9,1,1343.24,tecnologia,pequena,28,True
18393.23,26,basico,True,1,8,182.15,salud,pequena,24,False
26433.01,0,basico,True,1,2,185.15,manufactura,pequena,21,True
7259.03,17,basico,True,0,5,149.51,servicios,pequena,32,False
44473.85,14,basico,True,3,0,163.14,comercio,mediana,134,True
28234.74,15,basico,False,3,0,179.7,tecnologia,pequena,21,True
24424.45,29,empresarial,False,33,1,1002.81,servicios,pequena,5,True
21096.36,28,basico,False,0,8,176.4,tecnologia,pequena,45,True
16052.46,8,empresarial,True,48,1,983.26,tecnologia,pequena,46,True
32277.13,17,empresarial,False,34,7,1387.06,comercio,pequena,17,False
94815.82,29,basico,True,2,5,170.52,educacion,mediana,180,True
30118.96,22,basico,False,2,0,160.8,servicios,pequena,43,True
104343.1,27,profesional,False,8,3,480.66,manufactura,mediana,167,False
525831.2,13,basico,False,1,4,139.74,manufactura,grande,679,False
9948.72,8,basico,False,0,2,150.85,tecnologia,pequena,46,True
562786.33,15,personalizado,False,31,5,2707.57,comercio,grande,679,False
685888.21,25,personalizado,False,9,7,2514.88,educacion,grande,1414,True
66753.16,28,empresarial,True,12,7,1197.01,tecnologia,mediana,216,False
106215.77,21,basico,False,2,4,140.68,comercio,mediana,123,True
83920.42,21,profesional,False,3,8,522.3,comercio,mediana,101,False
123368.71,15,empresarial,False,28,8,1129.06,tecnologia,mediana,59,False
63017.6,9,profesional,False,10,0,419.51,salud,mediana,196,True
22467.71,13,profesional,False,3,5,573.62,manufactura,pequena,33,False
405949.55,15,basico,True,1,6,161.71,tecnologia,grande,1295,False
141765.84,25,basico,True,2,0,163.14,educacion,mediana,223,True
83254.13,17,profesional,False,4,5,581.23,manufactura,mediana,75,False
32216.62,24,basico,False,3,8,152.23,manufactura,pequena,12,False
35837.31,0,basico,False,1,2,191.15,servicios,pequena,28,True
15426.07,23,empresarial,False,15,7,1278.99,educacion,pequena,36,True
25240.77,15,personalizado,True,9,8,2610.25,servicios,pequena,4,False
11184.21,30,profesional,False,4,5,429.97,comercio,pequena,32,False
23187.8,14,empresarial,True,18,5,960.62,comercio,pequena,14,False
33369.23,14,personalizado,False,16,4,2408.11,tecnologia,pequena,21,False
20650.42,3,basico,False,0,3,128.19,educacion,pequena,33,True
22509.65,25,profesional,False,4,4,396.88,comercio,pequena,2,False
641231.1,21,profesional,False,8,4,503.05,comercio,grande,1477,False
18516.42,26,basico,True,3,4,176.4,manufactura,pequena,23,False
42581.11,2,empresarial,False,10,7,1018.13,comercio,pequena,47,False
25729.25,6,profesional,True,9,6,530.83,comercio,pequena,2,False
14976.92,27,profesional,True,5,3,574.82,tecnologia,pequena,39,False
21852.28,1,basico,False,2,4,177.66,educacion,pequena,5,True
48742.46,15,basico,False,2,1,180.47,comercio,mediana,233,True
457545.14,12,personalizado,False,25,1,2680.24,comercio,grande,1134,False
38603.4,29,basico,False,1,3,142.67,comercio,pequena,24,True
83668.28,26,basico,True,3,0,151.86,manufactura,mediana,193,True
43907.3,27,basico,False,1,7,191.58,servicios,pequena,38,False
24046.52,8,profesional,True,6,1,516.4,educacion,pequena,15,True
24640.21,18,profesional,False,4,2,542.28,salud,pequena,39,False
31408.94,21,profesional,False,6,2,578.66,servicios,pequena,33,False
129221.67,29,basico,True,1,1,143.12,servicios,mediana,202,True
117013.98,0,basico,False,2,3,149.21,salud,mediana,241,True
117234.15,30,empresarial,True,25,6,1254.18,servicios,mediana,115,False
39860.39,11,profesional,False,9,8,387.43,servicios,pequena,49,False
127240.7,3,profesional,True,7,1,498.17,manufactura,mediana,243,True
13663.08,19,profesional,True,10,2,546.26,educacion,pequena,45,False
37421.39,24,empresarial,True,38,4,1237.17,tecnologia,pequena,12,False
22376.85,4,basico,False,2,2,147.44,tecnologia,pequena,30,True
84819.76,1,basico,True,3,7,176.38,educacion,mediana,239,False
530023.57,27,profesional,False,8,2,412.07,educacion,grande,554,False
22972.31,28,basico,True,1,3,187.9,educacion,pequena,47,False
136347.46,4,empresarial,False,46,4,984.95,salud,mediana,72,False
75678.27,28,profesional,False,10,3,557.36,salud,mediana,85,False
33479.74,28,empresarial,False,16,5,1181.42,servicios,mediana,206,False
34006.47,30,empresarial,False,41,7,1147.18,tecnologia,pequena,36,False
113898.48,6,profesional,False,6,4,483.88,comercio,mediana,160,False
83918.09,17,personalizado,True,44,4,2162.21,manufactura,mediana,221,False
487571.68,30,profesional,False,5,8,475.18,servicios,grande,1264,False
31086.82,27,empresarial,True,49,8,1355.61,servicios,pequena,8,False
687093.86,18,basico,False,2,8,181.56,servicios,grande,828,False
37391.72,6,profesional,True,10,0,415.52,servicios,pequena,23,True
71023.9,2,profesional,True,5,7,518.87,comercio,mediana,116,False
25332.47,8,basico,False,3,8,185.34,educacion,pequena,41,False
42215.77,2,profesional,True,4,7,548.5,comercio,pequena,2,False
41219.24,6,personalizado,True,27,6,2395.53,salud,pequena,38,False
24918.24,2,profesional,True,7,3,392.24,servicios,pequena,15,True
20464.48,23,basico,False,3,6,190.35,comercio,pequena,46,False
39631.74,18,basico,False,0,5,154.22,salud,pequena,47,True
33004.18,16,basico,True,3,7,151.87,comercio,pequena,26,False
28155.81,25,basico,False,3,3,178.77,tecnologia,pequena,17,True
136716.69,12,personalizado,True,15,6,2228.21,tecnologia,mediana,247,False
570673.88,12,profesional,False,2,7,551.54,tecnologia,grande,1031,False
98565.76,6,basico,True,0,7,132.63,servicios,mediana,106,False
18356.62,13,profesional,False,8,1,532.49,educacion,pequena,11,False
26290.42,5,basico,False,0,7,192.69,servicios,pequena,23,True
420698.14,18,basico,True,3,1,194.71,manufactura,grande,1384,True
21246.05,30,empresarial,True,17,8,1392.28,tecnologia,pequena,34,False
34038.26,16,profesional,True,6,0,558.83,tecnologia,pequena,42,True
425325.7,9,personalizado,True,38,2,2243.64,servicios,grande,963,False
520453.41,21,profesional,False,3,5,578.25,comercio,grande,745,False
22237.52,25,profesional,False,8,4,570.4,servicios,pequena,29,False
82029.97,14,empresarial,False,13,6,1199.51,tecnologia,mediana,160,False
25779.61,7,personalizado,False,19,3,2371.15,salud,pequena,9,False
125582.44,22,empresarial,False,48,0,989.09,servicios,mediana,172,False
31727.29,5,personalizado,True,43,5,2566.31,comercio,pequena,22,False
26461.32,30,empresarial,False,10,4,1281.77,comercio,pequena,4,False
115213.55,9,empresarial,False,42,4,1134.98,servicios,mediana,155,False
39572.71,10,basico,False,3,3,154.91,comercio,pequena,24,True
116793.64,22,empresarial,False,13,8,1218.79,educacion,mediana,82,False
27491.71,0,profesional,False,4,7,388.13,educacion,pequena,41,True
541695.42,6,profesional,False,9,1,576.47,comercio,grande,673,True
87922.99,3,profesional,False,6,0,441.21,manufactura,mediana,176,True
7610.13,12,personalizado,False,13,1,2100.82,manufactura,pequena,5,True
132242.87,17,personalizado,True,33,0,1960.68,comercio,mediana,249,False
24522.83,5,basico,False,2,6,185.34,servicios,pequena,37,False
3944.61,10,empresarial,True,20,5,1362.29,comercio,pequena,30,False
19556.78,23,empresarial,False,21,4,982.18,tecnologia,pequena,23,False
504161.45,29,basico,False,2,5,137.78,salud,grande,328,False
143635.97,0,basico,False,1,7,157.73,servicios,mediana,241,True
513423.61,19,basico,True,2,7,140.04,tecnologia,grande,1193,False
527195.3,0,empresarial,False,27,3,1299.23,comercio,grande,1269,False
659596.08,16,profesional,False,9,5,394.25,educacion,grande,892,False
31621.45,27,personalizado,False,22,5,2523.95,manufactura,pequena,11,False
678816.34,24,profesional,True,10,8,460.02,tecnologia,grande,343,False
126285.15,7,personalizado,False,21,6,2436.22,comercio,mediana,244,False
24716.87,8,profesional,False,10,2,468.51,manufactura,pequena,26,False
102640.98,24,empresarial,True,40,7,1010.81,comercio,mediana,107,False
17308.7,25,basico,False,1,3,142.37,tecnologia,pequena,47,True
35105.24,8,profesional,False,2,6,395.62,tecnologia,pequena,33,False
20802.16,0,empresarial,False,13,8,992.07,educacion,pequena,22,False
14053.04,13,personalizado,False,37,7,2967.12,educacion,pequena,3,False
24568.6,19,empresarial,True,37,0,1073.49,servicios,pequena,2,False
442175.61,13,basico,False,2,1,148.22,salud,grande,560,True
162803.97,28,basico,False,0,7,136.08,manufactura,mediana,58,False
24592.54,25,basico,False,3,1,178.47,servicios,pequena,36,True
33679.8,24,basico,False,0,0,189.88,educacion,pequena,26,True
29512.29,0,profesional,True,9,2,542.42,educacion,pequena,49,False
47297.95,26,empresarial,False,22,4,1238.24,servicios,pequena,27,False
142763.96,23,empresarial,True,25,1,1337.55,comercio,mediana,202,False
39489.34,12,empresarial,False,27,1,1135.09,manufactura,pequena,28,True
90582.26,18,empresarial,False,39,3,1360.45,manufactura,mediana,148,False
108088.48,25,empresarial,False,37,5,1330.27,tecnologia,mediana,67,False
118067.14,28,basico,True,1,4,127.62,educacion,mediana,208,False
506972.0,17,basico,False,2,7,160.43,comercio,grande,1306,False
19407.64,1,profesional,False,4,8,436.08,tecnologia,pequena,24,False
294278.16,19,empresarial,True,44,0,977.69,educacion,grande,1151,False
83793.47,21,basico,False,2,6,184.62,comercio,mediana,120,False
82941.73,1,profesional,False,11,1,384.11,manufactura,mediana,58,True
143952.05,25,profesional,False,5,3,530.36,servicios,mediana,119,False
67523.9,6,basico,True,0,3,194.2,manufactura,mediana,79,False
455066.58,27,profesional,False,5,6,480.11,comercio,grande,870,False
23622.89,17,empresarial,False,38,2,1118.76,comercio,pequena,21,True
143615.93,9,profesional,False,6,8,505.18,comercio,mediana,234,False
105340.38,1,basico,False,3,3,181.82,tecnologia,mediana,170,True
13527.34,0,empresarial,False,23,7,1053.92,servicios,pequena,48,False
500460.01,22,basico,False,3,8,144.42,educacion,grande,560,False
29144.23,11,empresarial,False,48,4,1235.55,comercio,pequena,42,False
57397.06,26,basico,False,3,0,190.94,servicios,mediana,137,True
35652.79,7,profesional,True,7,6,442.93,comercio,pequena,39,False
32528.02,28,profesional,False,5,3,458.79,tecnologia,pequena,45,False
125091.41,29,basico,False,2,3,194.55,tecnologia,mediana,166,False
31083.96,3,empresarial,True,14,4,1022.23,salud,pequena,30,False
27096.79,20,basico,True,3,2,132.7,manufactura,pequena,6,False
35993.52,29,basico,False,2,2,167.31,comercio,pequena,16,True
34194.13,10,basico,False,0,8,129.14,servicios,pequena,3,True
124730.77,2,empresarial,False,33,2,1024.31,servicios,mediana,99,False
472733.57,27,empresarial,False,47,4,1242.99,servicios,grande,667,False
3000.0,14,personalizado,False,25,6,2637.6,comercio,pequena,37,False
98903.96,0,basico,False,0,1,161.95,tecnologia,mediana,130,True
21942.1,26,profesional,False,8,5,460.21,servicios,pequena,17,False
57564.91,21,basico,False,1,8,166.39,comercio,mediana,106,False
40713.95,2,profesional,False,2,7,512.79,salud,pequena,41,False
10498.21,8,personalizado,False,21,0,2786.6,manufactura,pequena,44,True
39111.67,0,empresarial,False,29,3,1327.41,tecnologia,pequena,5,True
219084.65,29,profesional,True,11,0,517.12,manufactura,mediana,194,False
13587.85,0,profesional,True,11,5,563.58,servicios,pequena,2,False
22657.14,24,personalizado,False,9,2,2822.36,manufactura,pequena,41,False
103143.37,15,profesional,False,9,8,409.48,educacion,mediana,215,False
75882.62,18,basico,False,3,1,192.08,servicios,mediana,97,True
31498.78,25,basico,False,0,7,187.69,educacion,pequena,9,True
95909.36,27,basico,True,0,3,149.16,manufactura,mediana,224,True
632698.98,3,basico,False,0,8,128.86,servicios,grande,721,True
20665.45,0,basico,False,2,1,168.27,manufactura,pequena,23,True
165737.56,3,profesional,False,8,2,471.28,comercio,mediana,58,False
24695.73,21,profesional,False,11,3,534.29,tecnologia,pequena,33,False
102108.48,17,basico,False,1,8,162.91,comercio,mediana,223,False
3000.0,2,profesional,False,3,6,397.99,educacion,pequena,35,False
126487.35,7,personalizado,True,39,7,2208.25,educacion,mediana,166,False
25055.41,16,empresarial,False,34,4,1371.85,salud,pequena,15,False
14144.3,22,profesional,False,6,7,390.13,comercio,pequena,20,False
457231.28,10,basico,False,2,5,177.23,manufactura,grande,381,False
23739.24,29,empresarial,False,29,6,1079.51,servicios,pequena,16,False
690088.86,30,basico,False,3,7,158.05,comercio,grande,1130,False
355099.69,23,basico,False,0,8,163.34,manufactura,grande,1426,False
450656.92,14,personalizado,True,23,5,2213.83,salud,grande,1344,False
22637.34,27,profesional,False,2,3,514.52,educacion,pequena,33,False
93273.45,22,empresarial,False,49,5,1278.25,tecnologia,mediana,75,False
23342.35,16,profesional,False,7,6,399.72,manufactura,pequena,8,False
24925.64,13,profesional,False,10,8,458.22,servicios,pequena,37,False
654483.45,25,basico,False,0,6,177.75,manufactura,grande,1231,False
81726.22,17,basico,True,0,8,176.21,servicios,mediana,145,False
20489.99,5,basico,False,1,6,164.26,servicios,pequena,11,True
37615.35,30,basico,False,2,8,179.99,comercio,pequena,19,False
58965.43,2,empresarial,True,13,6,988.28,salud,mediana,200,False
87197.67,21,basico,False,3,7,135.48,educacion,mediana,156,False
14889.96,20,profesional,False,4,1,515.64,servicios,pequena,40,True
364637.35,18,empresarial,False,23,8,1278.2,tecnologia,grande,1451,False
12575.42,1,empresarial,False,37,3,1338.19,educacion,pequena,8,True
17948.09,15,profesional,False,5,7,419.16,servicios,pequena,43,True
132445.63,27,profesional,True,7,3,487.15,comercio,mediana,230,True
224530.51,7,personalizado,True,47,4,2638.96,manufactura,grande,1028,False
13518.67,21,profesional,True,11,6,427.8,comercio,pequena,47,False
20417.22,26,empresarial,True,18,4,1190.88,servicios,pequena,26,False
24238.04,29,personalizado,True,11,6,2615.79,servicios,pequena,24,False
247617.3,16,empresarial,True,37,0,1041.15,comercio,grande,1076,False
7401.9,9,basico,True,2,7,152.85,manufactura,pequena,32,False
8970.0,21,profesional,True,3,3,426.31,comercio,pequena,31,False
734280.76,15,basico,True,0,7,188.45,salud,grande,943,False
5509.61,19,profesional,True,8,2,430.45,salud,pequena,28,False
142896.71,22,personalizado,False,9,5,2080.06,servicios,mediana,213,False
26620.92,22,profesional,False,8,5,389.62,tecnologia,pequena,40,False
47468.34,7,profesional,False,9,1,391.6,comercio,mediana,178,True
23582.82,23,basico,True,0,4,140.43,manufactura,pequena,7,False
21342.43,16,personalizado,False,43,5,2584.5,salud,pequena,44,False
33445.71,28,basico,True,3,7,128.69,educacion,pequena,15,False
75961.35,20,basico,True,1,7,146.86,tecnologia,mediana,78,False
68522.41,27,basico,True,2,3,131.43,comercio,mediana,209,False
25377.23,30,basico,False,3,5,154.75,servicios,pequena,39,False
28831.69,30,profesional,True,11,1,392.34,tecnologia,pequena,43,True
384655.18,23,profesional,True,9,8,505.53,comercio,grande,1091,False
32863.24,18,basico,True,0,7,173.97,servicios,pequena,45,False
37145.57,3,basico,True,3,8,176.87,tecnologia,pequena,7,False
108430.99,11,basico,False,2,4,142.64,manufactura,mediana,97,False
19758.17,14,profesional,False,5,3,558.37,comercio,pequena,16,False
22646.2,24,basico,False,3,6,174.09,servicios,pequena,21,True
23564.27,18,profesional,True,11,6,393.97,manufactura,pequena,13,False
14919.75,13,basico,False,0,1,157.25,servicios,pequena,11,True
37659.34,4,basico,True,1,4,179.32,comercio,pequena,23,True
118896.67,22,profesional,True,4,5,445.46,salud,mediana,54,False
58124.03,13,profesional,False,11,4,459.77,manufactura,mediana,113,False
31417.11,1,basico,False,0,3,170.0,comercio,pequena,18,True
109751.51,8,basico,False,3,2,131.24,comercio,mediana,79,True
32198.28,27,empresarial,True,38,3,1413.63,tecnologia,pequena,27,False
136133.67,3,basico,False,2,2,139.28,servicios,mediana,249,True
23543.39,12,profesional,False,6,2,387.9,manufactura,pequena,27,False
69201.85,15,profesional,True,11,1,383.58,salud,mediana,56,False
31236.42,2,basico,False,2,3,154.47,manufactura,pequena,13,True
18715.62,5,profesional,True,11,5,561.56,salud,pequena,30,False
3000.0,29,empresarial,False,25,3,1340.78,educacion,pequena,36,False
14183.0,18,empresarial,False,41,1,1386.46,educacion,pequena,26,True
24389.52,6,basico,False,3,7,163.53,salud,pequena,16,True
91629.25,5,basico,False,0,3,157.79,comercio,mediana,186,True
55925.7,13,basico,False,0,5,153.55,servicios,mediana,109,False
30827.46,22,profesional,True,6,4,391.9,servicios,pequena,12,False
481395.85,22,profesional,False,4,4,566.68,comercio,grande,799,False
139124.63,6,basico,False,1,3,160.99,salud,mediana,194,True
508002.38,22,basico,False,2,6,158.22,tecnologia,grande,276,False
158063.93,27,personalizado,False,43,7,2488.2,servicios,mediana,93,False
136177.98,7,basico,True,2,8,181.11,servicios,mediana,167,False
14107.42,0,profesional,False,11,3,427.96,servicios,pequena,19,True
104193.16,29,empresarial,True,40,3,1286.4,comercio,mediana,90,False
614272.07,16,basico,False,3,0,175.48,tecnologia,grande,639,True
17924.77,24,basico,False,1,3,184.84,comercio,pequena,46,True
23855.45,9,basico,False,0,8,128.09,tecnologia,pequena,30,True
30096.51,9,personalizado,False,34,2,2131.36,tecnologia,pequena,38,True
334142.35,6,basico,True,1,7,159.3,tecnologia,grande,1231,False
19655.29,6,basico,False,2,6,184.91,servicios,pequena,19,False
99393.03,14,basico,False,3,5,192.65,tecnologia,mediana,87,False
145982.38,3,basico,False,3,5,167.65,tecnologia,mediana,104,False
709508.34,26,profesional,False,11,6,425.46,servicios,grande,865,False
20462.42,15,basico,True,1,0,139.96,salud,pequena,8,True
93138.59,28,profesional,True,7,1,511.99,manufactura,mediana,205,False
408697.59,15,profesional,True,3,1,425.04,salud,grande,735,False
23187.77,9,empresarial,True,45,6,1208.78,servicios,pequena,7,False
172863.31,15,basico,True,3,3,183.85,salud,mediana,89,False
26987.71,4,empresarial,False,8,1,1127.96,educacion,pequena,35,True
95642.2,25,profesional,True,5,0,459.14,manufactura,mediana,130,False
32015.65,22,basico,False,3,4,129.94,educacion,pequena,20,True
30527.29,4,empresarial,True,36,3,1060.77,comercio,pequena,32,False
22593.3,18,empresarial,True,25,1,1280.6,educacion,pequena,49,True
19330.02,16,basico,False,0,0,151.83,tecnologia,pequena,17,True
14560.84,6,personalizado,True,35,6,2118.84,manufactura,pequena,12,False
125949.15,3,profesional,True,5,7,403.92,comercio,mediana,137,False
25196.5,23,profesional,False,8,2,401.75,tecnologia,pequena,15,False
17137.14,8,personalizado,False,36,4,2637.2,comercio,pequena,24,True
158106.49,16,basico,True,1,2,168.85,servicios,mediana,245,False
105095.27,7,empresarial,True,10,3,1191.67,comercio,mediana,51,False
8390.08,20,basico,False,3,0,161.27,manufactura,pequena,14,True
485983.27,1,empresarial,False,44,8,1010.8,servicios,grande,911,False
20255.85,11,profesional,True,7,6,483.87,tecnologia,pequena,35,False
109310.33,16,basico,False,3,8,131.55,manufactura,mediana,173,False
14061.53,13,profesional,False,11,2,569.99,comercio,pequena,25,True
132162.02,18,basico,False,1,7,131.42,comercio,mediana,111,False
519492.19,5,basico,False,1,4,156.09,manufactura,grande,395,True
71218.58,13,basico,False,2,1,127.54,servicios,mediana,109,True
95541.98,23,basico,False,1,2,180.57,comercio,mediana,115,False
111176.36,10,basico,False,3,7,138.72,salud,mediana,124,False
6895.54,4,basico,True,0,6,189.93,comercio,pequena,44,True
82379.24,26,empresarial,False,36,6,956.77,salud,mediana,69,False
141550.63,24,empresarial,False,22,2,1341.29,salud,mediana,58,False
526337.03,21,empresarial,False,41,5,1260.04,salud,grande,507,False
24024.97,24,basico,False,3,8,144.36,salud,pequena,25,False
17810.53,24,empresarial,False,8,0,1035.2,tecnologia,pequena,32,True
147619.41,23,profesional,False,6,2,454.93,manufactura,mediana,90,False
20816.15,15,basico,False,1,0,183.42,salud,pequena,44,True
33117.59,0,basico,False,1,0,185.68,manufactura,pequena,10,True
23874.3,18,profesional,False,6,8,418.0,tecnologia,pequena,44,False
184996.2,8,basico,False,0,2,151.36,educacion,mediana,79,True
23278.15,23,profesional,True,9,1,430.59,educacion,pequena,8,True
30147.84,14,personalizado,True,14,0,2081.94,tecnologia,pequena,36,True
13162.79,28,basico,False,1,8,171.14,comercio,pequena,49,False
657778.08,18,basico,False,1,4,150.85,educacion,grande,1351,False
110932.2,17,personalizado,False,37,7,2188.27,manufactura,mediana,151,False
18575.73,28,profesional,False,7,2,557.86,comercio,pequena,44,False
23626.47,14,basico,False,3,5,178.01,servicios,pequena,26,True
88083.34,11,empresarial,False,43,7,1318.01,salud,mediana,82,False
30480.88,11,empresarial,False,31,6,954.4,manufactura,pequena,13,False
83753.67,27,profesional,False,5,4,567.81,educacion,mediana,95,False
30799.34,23,profesional,True,10,1,498.88,educacion,pequena,23,True
597419.81,5,basico,True,0,2,161.51,salud,grande,417,False
11158.77,15,basico,True,1,5,128.21,servicios,pequena,40,False
44746.94,11,profesional,False,3,4,564.28,educacion,mediana,103,False
22317.67,20,basico,False,3,0,164.21,educacion,pequena,12,True
532543.2,1,profesional,False,3,1,549.59,salud,grande,380,True
316569.7,22,empresarial,True,37,3,1259.48,manufactura,grande,941,False
127616.11,23,basico,False,1,1,181.28,tecnologia,mediana,116,True
39933.02,7,profesional,False,10,4,522.82,educacion,pequena,45,False
43206.33,4,basico,False,2,2,189.67,educacion,pequena,47,True
118639.89,19,empresarial,True,11,2,1046.61,servicios,mediana,190,False
